image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5195.png,-95,8,-3,12,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33475.png,-89,-2,0,-6,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12499.png,-86,1,3,14,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23597.png,-98,8,0,2,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15586.png,-88,1,1,-20,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17374.png,-94,8,4,-10,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24071.png,-89,-7,4,18,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1568.png,-94,6,0,0,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25403.png,-96,-4,0,-2,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7834.png,-82,1,-2,-6,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13846.png,-82,5,-1,0,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20567.png,-83,0,0,-14,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9511.png,-86,5,-1,-18,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27206.png,-90,8,-3,-6,6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31958.png,-86,-8,0,-12,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15760.png,-85,-5,0,-18,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_642.png,-96,5,2,-16,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16117.png,-87,-4,-1,-18,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16811.png,-95,6,3,-12,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2976.png,-93,-3,-3,6,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9291.png,-89,-2,-2,-12,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9243.png,-82,-1,-3,10,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4332.png,-89,-6,2,2,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6962.png,-95,2,-4,-12,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18538.png,-88,-7,-1,0,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10519.png,-83,2,-1,16,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11221.png,-85,5,-3,-18,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34962.png,-98,-6,-4,10,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28573.png,-92,1,0,2,-8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19298.png,-94,-6,-4,-12,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10832.png,-95,1,4,2,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8888.png,-91,3,0,-16,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_292.png,-89,0,1,14,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16229.png,-97,-2,3,-2,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9114.png,-89,-8,-4,10,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15380.png,-94,2,-4,-12,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7162.png,-87,0,0,-18,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27316.png,-87,-2,2,8,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28417.png,-91,5,-3,2,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20416.png,-94,-7,4,0,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18921.png,-87,-5,-2,-20,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22705.png,-83,0,3,2,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7794.png,-93,1,0,6,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5620.png,-89,-1,-3,18,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6755.png,-91,3,3,18,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33686.png,-97,7,3,14,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30695.png,-98,4,3,-2,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26638.png,-85,5,0,8,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30097.png,-84,2,-3,-2,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30958.png,-94,-6,-4,12,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12577.png,-92,-7,-2,-4,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31953.png,-97,5,-3,8,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27367.png,-84,0,-2,14,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4233.png,-85,5,-3,6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11857.png,-98,1,4,16,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13528.png,-85,4,-1,-16,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9033.png,-84,4,-2,-10,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15164.png,-90,3,-1,10,6,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3366.png,-89,5,4,-10,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22933.png,-97,5,-2,-4,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23258.png,-94,-1,1,-18,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14962.png,-97,6,1,-14,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22769.png,-84,-7,0,-14,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3909.png,-97,2,-4,4,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10701.png,-89,0,2,4,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27065.png,-83,4,-2,10,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12407.png,-98,6,-3,-6,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3400.png,-93,-7,-3,-16,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10502.png,-96,8,1,-4,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30056.png,-98,8,1,-8,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24995.png,-95,3,-4,4,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22199.png,-87,4,0,-6,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7104.png,-93,-1,-3,-10,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21593.png,-91,-7,4,8,-8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24432.png,-86,-3,-2,-20,-4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8408.png,-90,6,3,8,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27549.png,-86,-7,3,14,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8.png,-91,8,-3,6,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10802.png,-97,-3,1,6,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28555.png,-96,-3,2,-18,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18234.png,-89,1,4,2,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33748.png,-96,-3,4,12,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_955.png,-96,-5,0,-2,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25221.png,-98,7,4,6,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28204.png,-92,-3,1,-14,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22643.png,-94,-3,0,10,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17151.png,-90,0,-3,-8,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5421.png,-89,6,0,-8,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31814.png,-98,-7,-2,4,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15715.png,-89,1,-1,2,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2431.png,-87,8,-3,2,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14910.png,-91,-4,3,16,8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30874.png,-96,-3,-3,12,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10076.png,-91,4,4,18,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27828.png,-92,3,-1,-12,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30982.png,-95,-3,-1,10,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5306.png,-85,7,3,6,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32169.png,-96,-1,2,-4,0,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10691.png,-97,5,4,-18,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5062.png,-93,-2,2,4,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9637.png,-85,-6,-4,-14,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16373.png,-96,-7,4,-6,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18891.png,-91,-3,4,-2,-8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5885.png,-90,-1,1,0,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_327.png,-87,-2,-1,14,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4172.png,-92,6,1,-6,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2434.png,-92,6,4,6,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16672.png,-84,-4,-1,16,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4565.png,-96,8,0,-12,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17098.png,-91,-7,4,-6,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29033.png,-95,-6,4,18,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17234.png,-88,2,4,-8,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25843.png,-82,-2,4,12,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14940.png,-83,-2,1,6,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8234.png,-84,-2,2,-10,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33091.png,-93,7,2,18,8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20125.png,-82,-1,-2,6,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9150.png,-88,5,-4,-10,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30407.png,-98,-8,-4,0,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14394.png,-98,-1,1,12,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1879.png,-87,1,-1,-10,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30385.png,-98,-6,-3,16,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3641.png,-89,4,4,-14,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_151.png,-95,-4,-2,14,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18223.png,-94,-5,0,-16,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33889.png,-89,7,-1,0,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_530.png,-93,-8,-4,-16,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3446.png,-92,-8,0,18,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27991.png,-84,-7,-3,0,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6312.png,-89,-7,4,6,2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25542.png,-92,5,1,4,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4153.png,-94,6,4,-12,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34354.png,-88,-1,-4,2,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2282.png,-87,-8,3,-12,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18799.png,-83,5,1,-12,0,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27169.png,-91,-3,2,-16,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12515.png,-83,4,1,18,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31088.png,-82,2,3,-18,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14634.png,-83,8,-1,12,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16513.png,-87,-5,1,-8,2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2256.png,-88,-4,-4,-4,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31414.png,-84,8,-2,-14,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33695.png,-89,-7,-2,-12,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12710.png,-91,-3,2,10,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3705.png,-96,3,-1,16,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24493.png,-85,5,2,6,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15455.png,-82,0,-3,-10,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5287.png,-97,-4,1,8,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14972.png,-83,7,0,-18,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26963.png,-87,2,2,8,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21633.png,-82,3,-3,12,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17937.png,-85,-6,0,-10,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1971.png,-93,8,-2,12,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14384.png,-86,4,-4,4,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5296.png,-87,7,-3,0,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32307.png,-92,-7,-3,16,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21372.png,-88,4,-1,18,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34635.png,-93,4,-4,-20,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25310.png,-98,-5,-2,8,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24394.png,-85,0,-2,18,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29719.png,-90,1,3,10,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1473.png,-89,0,-2,-6,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18771.png,-84,-5,-3,-6,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12664.png,-93,4,-3,0,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32774.png,-93,-2,0,-12,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22638.png,-94,-4,4,8,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12455.png,-98,-5,-3,12,-6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32002.png,-87,-3,-1,-12,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12987.png,-98,-5,4,-20,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20775.png,-93,-1,1,-20,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6206.png,-88,5,0,18,-2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27898.png,-92,-3,-1,4,6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17868.png,-86,6,-1,6,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32459.png,-90,6,-2,2,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29571.png,-86,7,2,0,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32108.png,-91,7,1,-2,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31721.png,-84,-6,0,4,0,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5172.png,-96,6,-3,-4,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17424.png,-96,8,-4,4,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4268.png,-98,-5,-3,-10,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7741.png,-95,0,-2,-14,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12545.png,-89,0,-1,-6,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29649.png,-85,4,4,6,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13885.png,-96,4,-3,-16,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11314.png,-95,4,1,-2,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20056.png,-85,-7,-4,-2,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12325.png,-91,-4,-1,-6,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28553.png,-95,-1,-2,0,8,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32958.png,-85,4,-3,4,8,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12504.png,-83,3,-4,-4,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16914.png,-98,-6,2,-4,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1349.png,-85,1,2,-18,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13428.png,-88,6,4,16,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33561.png,-83,-7,1,-4,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9849.png,-88,-2,-2,-4,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9643.png,-94,1,-2,14,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9711.png,-91,5,1,-2,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24215.png,-98,5,-1,-18,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14265.png,-86,-2,3,-6,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34436.png,-83,1,0,-18,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20715.png,-92,1,1,-8,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18348.png,-96,0,-4,16,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2159.png,-97,-8,1,-4,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9747.png,-92,-6,0,-8,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3213.png,-88,0,3,-16,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10005.png,-94,-8,2,-4,-6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16809.png,-84,0,4,6,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7913.png,-95,0,-2,2,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4239.png,-83,7,-1,-20,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17363.png,-97,-2,3,-18,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8987.png,-94,-7,0,-14,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7180.png,-83,1,4,-2,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19588.png,-95,-1,-3,-8,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7778.png,-94,8,1,10,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31104.png,-89,1,1,-16,-2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29676.png,-96,6,-2,14,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31292.png,-95,5,-1,-8,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5527.png,-86,6,0,-18,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32564.png,-95,-4,-1,-12,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22554.png,-92,-1,2,-12,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5267.png,-97,-5,-1,-4,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27617.png,-86,-8,-3,-18,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16036.png,-96,3,0,8,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3473.png,-85,-2,4,-16,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32802.png,-96,7,3,10,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29752.png,-94,-8,1,8,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32971.png,-92,-6,-2,6,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11996.png,-89,2,4,-16,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23854.png,-98,-3,2,-10,2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4144.png,-93,-3,4,12,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32669.png,-96,-7,4,-8,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16471.png,-90,-5,3,-18,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34400.png,-97,-3,-3,-8,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20831.png,-92,2,-1,-18,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28183.png,-88,3,2,14,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3024.png,-85,-3,0,-16,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11633.png,-97,5,-4,2,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19406.png,-89,2,1,6,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21753.png,-91,-1,-1,8,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19727.png,-82,-3,1,4,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7273.png,-91,1,-2,4,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32928.png,-82,8,2,-8,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21614.png,-87,5,1,-14,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32286.png,-95,5,-1,-20,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25947.png,-91,-1,-3,-6,-8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25508.png,-90,-2,-3,-4,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15834.png,-82,0,2,12,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7276.png,-86,8,3,-12,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1179.png,-94,4,1,10,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24712.png,-94,6,-3,-16,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22712.png,-85,3,3,8,4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11426.png,-94,6,-3,-16,4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24266.png,-88,4,-2,-10,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21600.png,-94,3,2,14,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6234.png,-95,7,-4,10,4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4091.png,-85,-6,-3,-16,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4991.png,-93,8,4,-18,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34670.png,-84,-3,-4,-2,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1674.png,-94,0,-2,18,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2915.png,-87,-8,1,16,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27637.png,-89,8,2,-16,-4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28534.png,-91,-1,0,-8,2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23254.png,-82,-3,-3,6,-8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18758.png,-95,4,3,6,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23601.png,-90,4,0,16,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7315.png,-93,-1,-4,-8,-2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13967.png,-83,-6,4,-16,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16974.png,-97,-7,-1,2,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5187.png,-94,6,-1,-14,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11180.png,-92,-7,1,-16,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30649.png,-83,8,0,-10,6,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31639.png,-95,8,-3,-6,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9584.png,-87,5,4,-12,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11235.png,-95,0,-4,4,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15714.png,-87,-1,-1,14,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15184.png,-83,8,4,-2,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26267.png,-92,3,-3,18,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_615.png,-96,5,0,-18,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21072.png,-92,-6,-3,2,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25266.png,-98,-7,-2,-18,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4486.png,-94,-5,3,-8,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20704.png,-83,3,-2,-18,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17492.png,-90,7,-4,-18,0,-10
